"Sex","Ethnicity","Age","Legal_Status","Custody_Status","Marital_Status","Decile_Score"
"Female","Caucasian",48,"Pretrial","Pretrial Defendant","Married",2
"Male","Caucasian",36,"Post Sentence","Probation","Single",1
"Male","African-American",36,"Other","Probation","Single",7
"Male","Caucasian",35,"Pretrial","Jail Inmate","Single",2
"Male","Asian",51,"Post Sentence","Probation","Married",1
"Male","Caucasian",29,"Pretrial","Jail Inmate","Single",5
"Male","African-American",44,"Post Sentence","Probation","Single",3
"Male","Other",30,"Pretrial","Jail Inmate","Single",2
"Male","Caucasian",48,"Pretrial","Jail Inmate","Single",7
"Male","Hispanic",36,"Pretrial","Pretrial Defendant","Single",1
"Male","Caucasian",50,"Pretrial","Jail Inmate","Married",2
"Male","African-American",46,"Post Sentence","Probation","Divorced",1
"Female","African-American",35,"Pretrial","Pretrial Defendant","Single",5
"Female","Hispanic",29,"Post Sentence","Probation","Single",8
"Male","Hispanic",41,"Pretrial","Jail Inmate","Single",6
"Male","African-American",37,"Pretrial","Jail Inmate","Married",10
"Female","Caucasian",36,"Pretrial","Jail Inmate","Single",1
"Male","Hispanic",44,"Post Sentence","Probation","Married",7
"Male","Caucasian",36,"Pretrial","Jail Inmate","Single",1
"Male","African-American",39,"Pretrial","Pretrial Defendant","Single",10
"Male","Caucasian",43,"Pretrial","Jail Inmate","Single",1
"Female","Caucasian",36,"Other","Probation","Single",3
"Male","Caucasian",42,"Post Sentence","Probation","Single",7
"Male","African-American",43,"Pretrial","Jail Inmate","Married",8
"Male","African-American",36,"Pretrial","Jail Inmate","Single",3
"Male","Caucasian",28,"Pretrial","Jail Inmate","Single",10
"Female","Caucasian",41,"Pretrial","Jail Inmate","Single",2
"Male","African-American",40,"Conditional Release","Probation","Married",8
"Male","African-American",56,"Post Sentence","Probation","Single",1
"Male","African-American",36,"Pretrial","Jail Inmate","Separated",6
"Male","Caucasian",36,"Pretrial","Pretrial Defendant","Widowed",3
"Male","Hispanic",36,"Other","Probation","Single",5
"Female","Hispanic",34,"Post Sentence","Probation","Single",4
"Female","Caucasian",38,"Pretrial","Jail Inmate","Single",7
"Male","Caucasian",51,"Pretrial","Jail Inmate","Married",1
"Female","African-American",44,"Post Sentence","Probation","Single",6
"Male","Other",38,"Post Sentence","Probation","Divorced",1
"Male","African-American",34,"Pretrial","Jail Inmate","Single",9
"Female","Caucasian",45,"Pretrial","Jail Inmate","Separated",9
"Male","Caucasian",36,"Post Sentence","Probation","Married",1
"Male","Caucasian",36,"Pretrial","Pretrial Defendant","Divorced",1
"Male","Hispanic",43,"Other","Probation","Single",2
"Male","African-American",46,"Pretrial","Jail Inmate","Single",9
"Male","African-American",31,"Pretrial","Jail Inmate","Single",10
"Female","Caucasian",53,"Post Sentence","Probation","Divorced",1
"Male","Caucasian",36,"Pretrial","Pretrial Defendant","Married",1
"Male","African-American",37,"Pretrial","Jail Inmate","Single",7
"Male","Caucasian",39,"Post Sentence","Probation","Single",2
"Male","Caucasian",42,"Post Sentence","Probation","Single",1
"Male","Hispanic",38,"Pretrial","Jail Inmate","Single",4
"Male","African-American",35,"Pretrial","Pretrial Defendant","Single",7
"Male","Caucasian",32,"Pretrial","Jail Inmate","Single",6
"Female","Caucasian",35,"Pretrial","Jail Inmate","Single",9
"Female","Hispanic",47,"Post Sentence","Probation","Single",4
"Male","Caucasian",36,"Post Sentence","Probation","Single",1
"Female","Hispanic",36,"Post Sentence","Probation","Single",1
"Male","African-American",39,"Post Sentence","Probation","Single",6
"Female","Caucasian",33,"Post Sentence","Probation","Single",8
"Female","Caucasian",35,"Pretrial","Jail Inmate","Single",4
"Male","Caucasian",38,"Post Sentence","Probation","Single",2
"Male","Hispanic",34,"Other","Probation","Single",2
"Male","Caucasian",36,"Pretrial","Jail Inmate","Single",5
"Male","African-American",32,"Pretrial","Jail Inmate","Widowed",6
"Female","Hispanic",36,"Other","Probation","Single",4
"Male","African-American",36,"Pretrial","Pretrial Defendant","Single",2
"Male","African-American",50,"Other","Probation","Separated",1
"Male","Caucasian",36,"Pretrial","Jail Inmate","Single",1
"Male","African-American",36,"Post Sentence","Probation","Single",2
"Female","Caucasian",39,"Post Sentence","Probation","Single",7
"Male","African-American",38,"Pretrial","Jail Inmate","Single",3
"Male","Caucasian",36,"Post Sentence","Probation","Single",1
"Male","Caucasian",36,"Pretrial","Jail Inmate","Married",1
"Male","African-American",30,"Pretrial","Jail Inmate","Single",10
"Male","Caucasian",44,"Post Sentence","Probation","Single",6
"Male","African-American",31,"Post Sentence","Probation","Single",9
"Male","African-American",28,"Pretrial","Pretrial Defendant","Single",9
"Male","Caucasian",36,"Post Sentence","Probation","Separated",1
"Male","Caucasian",38,"Post Sentence","Probation","Single",3
"Male","African-American",36,"Pretrial","Jail Inmate","Single",8
"Female","African-American",32,"Pretrial","Jail Inmate","Single",4
"Male","Other",46,"Pretrial","Jail Inmate","Single",1
"Male","Caucasian",35,"Pretrial","Jail Inmate","Single",3
"Female","Caucasian",45,"Pretrial","Pretrial Defendant","Single",2
"Female","Hispanic",35,"Pretrial","Jail Inmate","Single",5
"Male","African-American",28,"Pretrial","Pretrial Defendant","Single",4
"Male","African-American",51,"Pretrial","Jail Inmate","Single",10
"Male","African-American",33,"Pretrial","Jail Inmate","Single",8
"Male","Asian",44,"Pretrial","Jail Inmate","Married",1
"Male","African-American",49,"Other","Probation","Single",8
"Male","Caucasian",35,"Pretrial","Jail Inmate","Single",7
"Male","African-American",36,"Pretrial","Jail Inmate","Single",5
"Male","Caucasian",45,"Pretrial","Pretrial Defendant","Married",2
"Male","African-American",39,"Post Sentence","Probation","Single",4
"Male","African-American",33,"Post Sentence","Probation","Single",9
"Male","Hispanic",41,"Post Sentence","Probation","Separated",2
"Male","Caucasian",40,"Post Sentence","Probation","Single",8
"Female","Caucasian",43,"Pretrial","Jail Inmate","Single",7
"Male","African-American",41,"Pretrial","Jail Inmate","Single",7
"Male","African-American",40,"Pretrial","Jail Inmate","Single",7
"Male","Hispanic",38,"Post Sentence","Probation","Single",3
"Male","Caucasian",31,"Pretrial","Jail Inmate","Single",3
"Male","Native American",41,"Other","Probation","Single",8
"Male","Caucasian",36,"Pretrial","Jail Inmate","Single",3
"Male","African-American",41,"Pretrial","Jail Inmate","Single",7
"Male","African-American",51,"Pretrial","Jail Inmate","Single",8
"Male","Hispanic",32,"Post Sentence","Probation","Single",3
"Male","African-American",42,"Pretrial","Jail Inmate","Single",8
"Male","Hispanic",48,"Pretrial","Jail Inmate","Married",1
"Male","Caucasian",37,"Pretrial","Jail Inmate","Single",3
"Male","Hispanic",39,"Post Sentence","Probation","Single",1
"Male","African-American",38,"Pretrial","Jail Inmate","Single",1
"Male","African-American",41,"Pretrial","Jail Inmate","Single",10
"Female","Caucasian",36,"Post Sentence","Probation","Married",1
"Male","Caucasian",40,"Pretrial","Jail Inmate","Single",5
"Female","Other",33,"Pretrial","Jail Inmate","Single",2
"Male","Caucasian",40,"Pretrial","Jail Inmate","Single",7
"Male","Caucasian",36,"Post Sentence","Probation","Single",1
"Male","Caucasian",36,"Other","Probation","Married",1
"Male","African-American",40,"Pretrial","Jail Inmate","Single",10
"Male","African-American",41,"Pretrial","Jail Inmate","Single",7
"Male","African-American",36,"Pretrial","Jail Inmate","Single",5
"Male","African-American",36,"Pretrial","Jail Inmate","Married",4
"Female","African-American",38,"Pretrial","Jail Inmate","Single",4
"Female","Caucasian",51,"Pretrial","Jail Inmate","Single",1
"Male","African-American",39,"Pretrial","Jail Inmate","Single",2
"Male","African-American",36,"Pretrial","Jail Inmate","Single",9
"Female","Caucasian",44,"Pretrial","Jail Inmate","Single",6
"Male","Caucasian",55,"Pretrial","Jail Inmate","Married",1
"Male","African-American",38,"Pretrial","Jail Inmate","Single",9
"Male","African-American",30,"Pretrial","Jail Inmate","Single",9
"Male","Caucasian",54,"Pretrial","Jail Inmate","Single",7
"Female","African-American",47,"Pretrial","Jail Inmate","Single",10
"Male","African-American",41,"Pretrial","Jail Inmate","Single",8
"Male","African-American",36,"Pretrial","Jail Inmate","Single",10
"Male","Caucasian",32,"Pretrial","Jail Inmate","Single",5
"Male","Caucasian",40,"Pretrial","Jail Inmate","Single",3
"Male","Hispanic",49,"Pretrial","Jail Inmate","Single",2
"Male","African-American",31,"Pretrial","Jail Inmate","Single",8
"Male","African-American",54,"Pretrial","Jail Inmate","Single",1
"Female","African-American",52,"Pretrial","Jail Inmate","Single",1
"Male","Caucasian",54,"Pretrial","Jail Inmate","Divorced",6
"Female","Caucasian",35,"Pretrial","Jail Inmate","Single",4
"Male","African-American",42,"Pretrial","Jail Inmate","Single",1
"Female","Caucasian",36,"Pretrial","Jail Inmate","Single",1
"Male","Caucasian",33,"Pretrial","Jail Inmate","Single",3
"Male","Caucasian",41,"Pretrial","Jail Inmate","Single",4
"Male","Caucasian",28,"Pretrial","Jail Inmate","Single",4
"Female","Caucasian",36,"Pretrial","Jail Inmate","Married",1
"Male","Caucasian",51,"Pretrial","Jail Inmate","Single",1
"Male","Other",38,"Pretrial","Jail Inmate","Single",1
"Male","African-American",36,"Pretrial","Jail Inmate","Single",5
"Male","Other",36,"Pretrial","Jail Inmate","Single",2
"Male","African-American",31,"Pretrial","Jail Inmate","Single",9
"Male","African-American",28,"Pretrial","Jail Inmate","Single",9
"Male","Caucasian",36,"Pretrial","Jail Inmate","Divorced",1
"Male","Caucasian",42,"Pretrial","Jail Inmate","Single",6
"Male","Caucasian",36,"Pretrial","Jail Inmate","Single",2
"Female","Caucasian",31,"Pretrial","Jail Inmate","Single",2
"Male","African-American",33,"Other","Probation","Single",6
"Female","Caucasian",35,"Pretrial","Jail Inmate","Single",7
"Female","Caucasian",47,"Post Sentence","Probation","Single",3
"Female","African-American",34,"Post Sentence","Probation","Single",5
"Male","Caucasian",43,"Post Sentence","Probation","Single",2
"Male","Caucasian",42,"Post Sentence","Probation","Single",2
"Male","Caucasian",39,"Pretrial","Pretrial Defendant","Single",5
"Female","African-American",42,"Post Sentence","Probation","Separated",5
"Female","Caucasian",45,"Pretrial","Pretrial Defendant","Single",5
"Male","Hispanic",45,"Pretrial","Jail Inmate","Single",4
"Male","African-American",36,"Pretrial","Pretrial Defendant","Married",2
"Male","African-American",35,"Other","Probation","Single",8
"Male","African-American",36,"Post Sentence","Probation","Married",8
"Male","Caucasian",33,"Other","Probation","Single",5
"Male","Caucasian",36,"Pretrial","Pretrial Defendant","Married",1
"Female","Hispanic",39,"Pretrial","Pretrial Defendant","Single",2
"Male","Hispanic",34,"Pretrial","Jail Inmate","Unknown",2
"Male","African-American",30,"Pretrial","Jail Inmate","Single",9
"Female","African-American",32,"Post Sentence","Probation","Single",8
"Male","Caucasian",36,"Pretrial","Pretrial Defendant","Single",3
"Male","Caucasian",37,"Post Sentence","Probation","Single",7
"Male","Other",34,"Post Sentence","Probation","Single",6
"Male","Caucasian",46,"Pretrial","Pretrial Defendant","Married",2
"Male","Caucasian",36,"Post Sentence","Probation","Separated",2
"Male","Caucasian",37,"Post Sentence","Probation","Separated",5
"Male","Hispanic",42,"Pretrial","Jail Inmate","Single",1
"Male","Caucasian",37,"Post Sentence","Probation","Single",1
"Male","Hispanic",34,"Post Sentence","Probation","Single",2
"Male","Other",36,"Pretrial","Jail Inmate","Married",1
"Male","Caucasian",43,"Post Sentence","Probation","Single",7
"Male","African-American",36,"Pretrial","Jail Inmate","Separated",6
"Female","Caucasian",45,"Other","Probation","Single",10
"Male","African-American",35,"Pretrial","Pretrial Defendant","Single",3
"Female","Hispanic",50,"Post Sentence","Probation","Divorced",2
"Male","Caucasian",32,"Post Sentence","Probation","Single",4
"Male","African-American",47,"Pretrial","Jail Inmate","Single",1
"Female","Caucasian",36,"Post Sentence","Probation","Single",1
"Female","Other",47,"Pretrial","Pretrial Defendant","Married",4
"Female","African-American",33,"Pretrial","Jail Inmate","Single",5
"Male","Hispanic",36,"Post Sentence","Probation","Divorced",1
"Male","African-American",33,"Post Sentence","Probation","Married",5
"Female","African-American",43,"Other","Probation","Single",7
"Male","African-American",36,"Other","Probation","Single",8
"Male","African-American",43,"Other","Probation","Single",6
"Male","Caucasian",28,"Pretrial","Jail Inmate","Single",7
"Female","African-American",36,"Pretrial","Pretrial Defendant","Single",3
"Male","Other",37,"Post Sentence","Probation","Single",2
"Female","Caucasian",36,"Pretrial","Jail Inmate","Divorced",6
"Male","Caucasian",40,"Pretrial","Jail Inmate","Single",7
"Female","African-American",38,"Pretrial","Pretrial Defendant","Single",10
"Male","Caucasian",36,"Pretrial","Jail Inmate","Married",1
"Male","Caucasian",47,"Pretrial","Jail Inmate","Single",2
"Male","African-American",39,"Pretrial","Jail Inmate","Single",1
"Male","African-American",44,"Pretrial","Pretrial Defendant","Single",2
"Male","Hispanic",54,"Post Sentence","Probation","Divorced",1
"Male","African-American",34,"Pretrial","Jail Inmate","Single",10
"Female","Caucasian",38,"Pretrial","Jail Inmate","Single",6
"Male","Caucasian",37,"Pretrial","Jail Inmate","Single",3
"Male","Caucasian",34,"Post Sentence","Probation","Single",2
"Female","Caucasian",36,"Post Sentence","Probation","Single",2
"Male","Caucasian",36,"Post Sentence","Probation","Divorced",1
"Male","Other",36,"Pretrial","Jail Inmate","Married",2
"Male","African-American",38,"Pretrial","Jail Inmate","Married",1
"Male","African-American",34,"Pretrial","Jail Inmate","Married",3
"Male","Caucasian",36,"Pretrial","Jail Inmate","Divorced",1
"Female","African-American",34,"Pretrial","Jail Inmate","Single",4
"Male","Caucasian",48,"Pretrial","Jail Inmate","Single",9
"Female","Caucasian",38,"Pretrial","Jail Inmate","Single",4
"Male","Caucasian",40,"Post Sentence","Probation","Single",4
"Female","African-American",41,"Pretrial","Jail Inmate","Married",3
"Male","Caucasian",36,"Other","Probation","Separated",1
"Male","African-American",50,"Post Sentence","Probation","Single",2
"Female","African-American",28,"Pretrial","Jail Inmate","Single",4
"Male","Other",31,"Other","Probation","Single",3
"Male","Caucasian",36,"Post Sentence","Probation","Single",1
"Female","Hispanic",36,"Post Sentence","Probation","Single",6
"Male","African-American",36,"Pretrial","Pretrial Defendant","Single",9
"Male","Caucasian",48,"Pretrial","Pretrial Defendant","Divorced",2
"Male","Hispanic",54,"Pretrial","Probation","Separated",2
"Male","Other",40,"Post Sentence","Probation","Single",5
"Male","Hispanic",43,"Post Sentence","Probation","Single",1
"Male","Caucasian",40,"Pretrial","Jail Inmate","Single",3
"Male","Caucasian",36,"Post Sentence","Probation","Single",1
"Female","Caucasian",46,"Pretrial","Jail Inmate","Divorced",1
"Male","Caucasian",47,"Pretrial","Pretrial Defendant","Separated",3
"Male","Hispanic",40,"Pretrial","Jail Inmate","Married",1
"Male","African-American",29,"Post Sentence","Probation","Single",5
"Female","Other",51,"Pretrial","Jail Inmate","Single",1
"Female","African-American",36,"Pretrial","Jail Inmate","Single",4
"Male","African-American",30,"Pretrial","Pretrial Defendant","Single",6
"Male","Other",45,"Pretrial","Jail Inmate","Single",2
"Male","Caucasian",36,"Post Sentence","Probation","Separated",1
"Female","Caucasian",36,"Pretrial","Jail Inmate","Divorced",8
"Male","Caucasian",35,"Pretrial","Jail Inmate","Married",5
"Male","African-American",32,"Post Sentence","Probation","Single",6
"Male","African-American",30,"Pretrial","Jail Inmate","Single",8
"Male","African-American",30,"Pretrial","Jail Inmate","Single",7
