"Sex","Ethnicity","Legal_Status","Custody_Status","Marital_Status","Decile_Score"
"Male","Other","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Separated",0.181818181818182
"Female","Caucasian","Pretrial","Jail Inmate","Divorced",0.818181818181818
"Male","Caucasian","Pretrial","Jail Inmate","Married",0.545454545454545
"Male","African-American","Post Sentence","Probation","Single",0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single",0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Single",0.727272727272727
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.272727272727273
"Female","Caucasian","Other","Probation","Widowed",0.545454545454545
"Male","African-American","Pretrial","Jail Inmate","Divorced",0.909090909090909
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Divorced",0.454545454545455
"Male","Caucasian","Pretrial","Pretrial Defendant","Single",0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Divorced",0.272727272727273
"Male","Other","Pretrial","Jail Inmate","Married",0.454545454545455
"Male","Hispanic","Post Sentence","Probation","Single",0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single",1
"Male","African-American","Pretrial","Jail Inmate","Single",0.454545454545455
"Male","Caucasian","Other","Probation","Separated",0.545454545454545
"Male","Hispanic","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Married",0.181818181818182
"Male","Hispanic","Other","Probation","Married",0.272727272727273
"Female","Caucasian","Pretrial","Jail Inmate","Single",0.727272727272727
"Female","African-American","Pretrial","Jail Inmate","Significant Other",0.636363636363636
"Male","Caucasian","Pretrial","Jail Inmate","Widowed",0.909090909090909
"Male","Hispanic","Other","Probation","Single",0.363636363636364
"Male","Caucasian","Post Sentence","Jail Inmate","Divorced",0.181818181818182
"Female","Hispanic","Pretrial","Jail Inmate","Single",0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single",0.545454545454545
"Male","Hispanic","Pretrial","Jail Inmate","Single",0.363636363636364
"Male","Hispanic","Pretrial","Jail Inmate","Single",0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","Caucasian","Pretrial","Pretrial Defendant","Married",0.181818181818182
"Female","Caucasian","Pretrial","Jail Inmate","Separated",0.545454545454545
"Male","African-American","Pretrial","Jail Inmate","Single",0.909090909090909
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.454545454545455
"Female","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single",0.818181818181818
"Male","Hispanic","Post Sentence","Probation","Single",0.454545454545455
"Male","African-American","Post Sentence","Probation","Single",0.545454545454545
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","Asian","Pretrial","Jail Inmate","Divorced",0.727272727272727
"Female","Caucasian","Post Sentence","Probation","Divorced",0.363636363636364
"Male","African-American","Other","Probation","Single",0.545454545454545
"Female","Caucasian","Post Sentence","Probation","Single",0.454545454545455
"Female","African-American","Other","Probation","Single",0.545454545454545
"Male","African-American","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","Hispanic","Other","Probation","Married",0.181818181818182
"Male","African-American","Post Sentence","Probation","Single",0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single",0.909090909090909
"Female","African-American","Pretrial","Jail Inmate","Single",0.454545454545455
"Female","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.909090909090909
"Male","Hispanic","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","African-American","Pretrial","Jail Inmate","Single",0.272727272727273
"Female","African-American","Pretrial","Jail Inmate","Single",0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single",1
"Female","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Female","Caucasian","Pretrial","Jail Inmate","Single",0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.454545454545455
"Male","Hispanic","Pretrial","Jail Inmate","Significant Other",0.181818181818182
"Male","Other","Pretrial","Jail Inmate","Single",0.636363636363636
"Male","Other","Pretrial","Jail Inmate","Divorced",0.181818181818182
"Male","Hispanic","Pretrial","Jail Inmate","Married",0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single",0.727272727272727
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Significant Other",0.181818181818182
"Female","African-American","Pretrial","Jail Inmate","Single",0.545454545454545
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Married",0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.818181818181818
"Male","Hispanic","Pretrial","Jail Inmate","Separated",0.181818181818182
"Female","African-American","Pretrial","Jail Inmate","Married",0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Significant Other",0.545454545454545
"Male","Caucasian","Pretrial","Jail Inmate","Married",0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Significant Other",0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single",0.363636363636364
"Male","Other","Pretrial","Jail Inmate","Single",0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single",0.818181818181818
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","African-American","Post Sentence","Probation","Married",0.818181818181818
"Male","Hispanic","Other","Probation","Single",0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Divorced",0.636363636363636
"Male","Caucasian","Post Sentence","Probation","Single",0.727272727272727
"Female","Caucasian","Post Sentence","Probation","Single",0.272727272727273
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.636363636363636
"Female","African-American","Pretrial","Jail Inmate","Single",0.818181818181818
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","Hispanic","Other","Probation","Single",0.181818181818182
"Male","Hispanic","Other","Probation","Married",0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Single",0.727272727272727
"Female","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Female","Caucasian","Pretrial","Jail Inmate","Married",0.272727272727273
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.727272727272727
"Female","Caucasian","Post Sentence","Probation","Single",0.636363636363636
"Female","Caucasian","Post Sentence","Probation","Single",0.727272727272727
"Male","Other","Pretrial","Jail Inmate","Married",0.181818181818182
"Male","African-American","Post Sentence","Probation","Single",0.727272727272727
"Male","African-American","Post Sentence","Probation","Single",0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Married",0.363636363636364
"Male","African-American","Other","Probation","Single",0.636363636363636
"Female","African-American","Post Sentence","Probation","Single",0.545454545454545
"Female","Hispanic","Pretrial","Jail Inmate","Single",0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.363636363636364
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.727272727272727
"Male","Other","Other","Probation","Married",0.181818181818182
"Male","Hispanic","Other","Probation","Divorced",0.181818181818182
"Female","African-American","Pretrial","Jail Inmate","Significant Other",0.181818181818182
"Female","African-American","Post Sentence","Probation","Married",0.181818181818182
"Male","Caucasian","Pretrial","Pretrial Defendant","Single",0.181818181818182
"Male","Caucasian","Pretrial","Pretrial Defendant","Single",0.363636363636364
"Female","Caucasian","Pretrial","Jail Inmate","Single",0.454545454545455
"Male","African-American","Post Sentence","Probation","Single",0.727272727272727
"Male","African-American","Post Sentence","Probation","Single",0.272727272727273
"Male","African-American","Post Sentence","Probation","Single",0.363636363636364
"Female","African-American","Post Sentence","Probation","Single",0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single",0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.363636363636364
"Male","African-American","Post Sentence","Probation","Single",0.909090909090909
"Male","African-American","Pretrial","Pretrial Defendant","Single",0.454545454545455
"Female","Caucasian","Pretrial","Jail Inmate","Separated",0.545454545454545
"Female","Caucasian","Other","Probation","Single",0.545454545454545
"Female","African-American","Pretrial","Pretrial Defendant","Single",0.272727272727273
"Male","Hispanic","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","African-American","Post Sentence","Probation","Single",0.545454545454545
"Female","African-American","Pretrial","Jail Inmate","Single",0.727272727272727
"Male","Hispanic","Other","Probation","Single",0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Single",0.545454545454545
"Female","African-American","Post Sentence","Probation","Single",0.818181818181818
"Male","Hispanic","Pretrial","Jail Inmate","Single",1
"Female","Hispanic","Other","Probation","Single",0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","Hispanic","Post Sentence","Probation","Divorced",0.181818181818182
"Male","Caucasian","Post Sentence","Probation","Single",0.909090909090909
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.818181818181818
"Male","African-American","Post Sentence","Probation","Single",0.727272727272727
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","Caucasian","Post Sentence","Probation","Separated",0.181818181818182
"Male","African-American","Pretrial","Pretrial Defendant","Widowed",0.909090909090909
"Male","African-American","Post Sentence","Probation","Single",0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Divorced",0.272727272727273
"Male","Hispanic","Other","Probation","Single",0.272727272727273
"Male","Caucasian","Pretrial","Pretrial Defendant","Single",0.545454545454545
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.272727272727273
"Female","African-American","Pretrial","Jail Inmate","Single",0.363636363636364
"Female","Hispanic","Post Sentence","Probation","Married",0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.545454545454545
"Female","African-American","Post Sentence","Probation","Single",0.181818181818182
"Female","Caucasian","Pretrial","Jail Inmate","Married",0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.272727272727273
"Female","Caucasian","Post Sentence","Probation","Divorced",0.636363636363636
"Male","African-American","Conditional Release","Jail Inmate","Single",0.636363636363636
"Female","Caucasian","Pretrial","Jail Inmate","Single",0.545454545454545
"Female","Caucasian","Pretrial","Jail Inmate","Married",0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Significant Other",0.636363636363636
"Female","Hispanic","Pretrial","Jail Inmate","Single",0.454545454545455
"Male","African-American","Pretrial","Jail Inmate","Single",0.818181818181818
"Male","African-American","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","Caucasian","Pretrial","Pretrial Defendant","Divorced",0.181818181818182
"Male","Caucasian","Pretrial","Jail Inmate","Significant Other",0.636363636363636
"Female","Caucasian","Pretrial","Jail Inmate","Single",1
"Male","Hispanic","Pretrial","Jail Inmate","Single",0.454545454545455
"Male","Caucasian","Pretrial","Jail Inmate","Divorced",0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single",0.272727272727273
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.727272727272727
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.545454545454545
"Female","Caucasian","Pretrial","Jail Inmate","Separated",0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single",0.818181818181818
"Male","Caucasian","Pretrial","Jail Inmate","Single",0.545454545454545
"Male","African-American","Pretrial","Jail Inmate","Single",0.181818181818182
"Male","African-American","Pretrial","Jail Inmate","Single",0.363636363636364
"Male","African-American","Pretrial","Jail Inmate","Single",0.818181818181818
"Female","Other","Pretrial","Jail Inmate","Married",0.181818181818182
"Female","Caucasian","Pretrial","Jail Inmate","Single",0.181818181818182
"Female","Caucasian","Pretrial","Jail Inmate","Single",0.727272727272727
"Male","African-American","Pretrial","Jail Inmate","Single",0.636363636363636
"Male","African-American","Pretrial","Jail Inmate","Single",0.181818181818182
