"Sex","Ethnicity","Legal_Status","Custody_Status","Marital_Status","Recidivism_Supervision_Level","Raw_Score"
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.433333333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.55
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.545833333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.45
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.672916666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.541666666666667
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.504166666666667
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.491666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.585416666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.5125
"Male","African-American","Pretrial","Jail Inmate","Married","Medium",0.6125
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.358333333333333
"Female","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.666666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.697916666666667
"Male","African-American","Pretrial","Jail Inmate","Married","Medium",0.63125
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.695833333333333
"Female","Caucasian","Pretrial","Jail Inmate","Separated","Low",0.460416666666667
"Male","Asian","Pretrial","Jail Inmate","Married","Low",0.154166666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.358333333333333
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.3625
"Male","African-American","Pretrial","Jail Inmate","Unknown","Low",0.441666666666667
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.304166666666667
"Female","Caucasian","Post Sentence","Jail Inmate","Married","Low",0.34375
"Male","African-American","Post Sentence","Probation","Single","Medium with Override Consideration",0.76875
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.858333333333333
"Female","Hispanic","Pretrial","Jail Inmate","Single","Low",0.43125
"Male","African-American","Post Sentence","Probation","Single","Low",0.3875
"Male","Asian","Post Sentence","Probation","Single","Low",0.602083333333333
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.389583333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.385416666666667
"Male","Caucasian","Post Sentence","Probation","Divorced","Medium",0.620833333333333
"Male","Caucasian","Post Sentence","Probation","Separated","Low",0.433333333333333
"Female","Caucasian","Pretrial","Pretrial Defendant","Married","Low",0.341666666666667
"Male","Hispanic","Pretrial","Jail Inmate","Separated","Low",0.3375
"Female","Caucasian","Post Sentence","Probation","Divorced","Low",0.395833333333333
"Male","Hispanic","Post Sentence","Probation","Married","Low",0.45625
"Male","African-American","Post Sentence","Probation","Single","Low",0.547916666666667
"Female","Hispanic","Pretrial","Jail Inmate","Married","Low",0.191666666666667
"Male","Hispanic","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.685416666666667
"Male","African-American","Post Sentence","Probation","Married","Low",0.464583333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Married","Low",0.45625
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.627083333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.314583333333333
"Male","African-American","Pretrial","Jail Inmate","Significant Other","Low",0.485416666666667
"Male","African-American","Post Sentence","Probation","Single","Medium",0.675
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.3875
"Male","African-American","Pretrial","Pretrial Defendant","Single","Medium with Override Consideration",0.716666666666667
"Male","Hispanic","Other","Probation","Single","Low",0.33125
"Female","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.733333333333333
"Male","African-American","Pretrial","Jail Inmate","Married","Low",0.554166666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.625
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.38125
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.38125
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.645833333333333
"Male","Caucasian","Post Sentence","Probation","Married","Medium",0.685416666666667
"Male","Hispanic","Other","Probation","Single","Medium",0.608333333333333
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.5375
"Male","Caucasian","Other","Probation","Single","Low",0.375
"Male","African-American","Pretrial","Jail Inmate","Single","High",0.81875
"Male","African-American","Other","Probation","Divorced","Low",0.529166666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.83125
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.470833333333333
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.39375
"Male","African-American","Post Sentence","Probation","Widowed","Low",0.485416666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.0979166666666666
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.510416666666667
"Male","African-American","Pretrial","Pretrial Defendant","Divorced","Low",0.472916666666667
"Male","African-American","Post Sentence","Probation","Single","Medium",0.65625
"Male","Hispanic","Pretrial","Jail Inmate","Divorced","Low",0.597916666666667
"Male","Hispanic","Post Sentence","Probation","Married","Low",0.191666666666667
"Male","Hispanic","Other","Probation","Married","Low",0.325
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.5125
"Male","African-American","Post Sentence","Probation","Single","Low",0.295833333333333
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.275
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.566666666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.227083333333333
"Male","Other","Pretrial","Jail Inmate","Married","Low",0.35
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.375
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.70625
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.660416666666667
"Male","Hispanic","Post Sentence","Probation","Divorced","Low",0.420833333333333
"Male","Native American","Pretrial","Pretrial Defendant","Single","Low",0.5125
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.829166666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.475
"Male","African-American","Post Sentence","Probation","Single","Medium",0.6125
"Male","Other","Post Sentence","Probation","Single","Low",0.525
"Male","Arabic","Post Sentence","Probation","Married","Low",0.233333333333333
"Male","Caucasian","Other","Probation","Married","Low",0.370833333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.660416666666667
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.391666666666667
"Male","Caucasian","Post Sentence","Probation","Single","High",0.739583333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.664583333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","High",0.739583333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","High",0.695833333333333
"Male","Caucasian","Post Sentence","Probation","Single","Medium with Override Consideration",0.69375
"Female","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.29375
"Male","Hispanic","Other","Probation","Married","Low",0.414583333333333
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.475
"Female","Caucasian","Pretrial","Jail Inmate","Single","Low",0.395833333333333
"Male","Caucasian","Post Sentence","Probation","Separated","Low",0.408333333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Married","Low",0.397916666666667
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.39375
"Female","Caucasian","Pretrial","Jail Inmate","Significant Other","Low",0.472916666666667
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.5125
"Female","Native American","Post Sentence","Probation","Single","Medium",0.566666666666667
"Male","Hispanic","Post Sentence","Probation","Single","High",0.74375
"Male","African-American","Other","Probation","Single","Low",0.508333333333333
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.34375
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.766666666666667
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.525
"Male","Asian","Post Sentence","Probation","Single","Low",0.404166666666667
"Male","African-American","Other","Probation","Single","Low",0.375
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.520833333333333
"Female","African-American","Other","Probation","Single","Medium",0.5875
"Male","Caucasian","Pretrial","Jail Inmate","Married","Low",0.4375
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.220833333333333
"Male","African-American","Pretrial","Pretrial Defendant","Single","Low",0.497916666666667
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.483333333333333
"Female","Hispanic","Post Sentence","Probation","Single","Low",0.397916666666667
"Female","African-American","Post Sentence","Probation","Single","Low",0.497916666666667
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.389583333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.43125
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.460416666666667
"Male","Native American","Post Sentence","Probation","Single","Low",0.552083333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.652083333333333
"Male","Hispanic","Pretrial","Jail Inmate","Single","Low",0.433333333333333
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.252083333333333
"Male","Hispanic","Post Sentence","Probation","Single","Low",0.445833333333333
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.791666666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.489583333333333
"Female","Caucasian","Post Sentence","Probation","Married","Low",0.3125
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.460416666666667
"Male","Caucasian","Post Sentence","Probation","Married","Low",0.31875
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.28125
"Male","African-American","Pretrial","Jail Inmate","Unknown","Low",0.297916666666667
"Male","Caucasian","Post Sentence","Probation","Married","Medium",0.66875
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.4375
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Medium",0.654166666666667
"Male","African-American","Post Sentence","Probation","Single","Medium",0.66875
"Male","African-American","Pretrial","Jail Inmate","Single","Medium",0.670833333333333
"Male","Caucasian","Post Sentence","Probation","Single","Medium",0.652083333333333
"Male","Caucasian","Pretrial","Pretrial Defendant","Single","Low",0.447916666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.26875
"Male","Caucasian","Other","Probation","Single","Low",0.3125
"Male","Hispanic","Pretrial","Probation","Single","Low",0.208333333333333
"Female","Caucasian","Post Sentence","Probation","Single","Low",0.479166666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.239583333333333
"Male","African-American","Pretrial","Probation","Single","Medium",0.622916666666667
"Male","Hispanic","Other","Probation","Single","Low",0.347916666666667
"Male","Caucasian","Post Sentence","Probation","Divorced","Low",0.416666666666667
"Male","Caucasian","Other","Probation","Married","Low",0.329166666666667
"Female","Hispanic","Pretrial","Pretrial Defendant","Married","Low",0.21875
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.55625
"Male","Caucasian","Pretrial","Jail Inmate","Single","Low",0.589583333333333
"Male","African-American","Pretrial","Jail Inmate","Single","Low",0.252083333333333
"Female","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.710416666666667
"Male","Caucasian","Post Sentence","Probation","Single","Low",0.5875
"Male","African-American","Pretrial","Jail Inmate","Separated","Low",0.1625
"Female","African-American","Pretrial","Jail Inmate","Single","Low",0.458333333333333
"Female","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.639583333333333
"Female","African-American","Pretrial","Jail Inmate","Single","Medium",0.635416666666667
"Male","Caucasian","Pretrial","Jail Inmate","Single","Medium",0.666666666666667
"Male","African-American","Pretrial","Jail Inmate","Single","Medium with Override Consideration",0.720833333333333
